评分,评论时间,评论内容
5,2022-07-01 21:29:37,实惠帮朋友买的很适合又便宜，宝贝很可以宝贝收到真行跟宝贝图片没差多少，这家店还可以吧。来买过几次了
5,2022-07-03 14:47:27,卖家的服务也是十分值得称赞的，很愉快的一次购物。全分必须好评买到一个很可以的宝贝，质量行
5,2022-06-24 20:23:20,好好好喜欢的购物下次再来，而且价格便宜质量很好的还会来的，质量很好的宝贝很可以，赞一个
5,2022-08-07 10:39:24,价格实惠，这不邻居看到后也叫我帮忙买～太可以了喜欢的亲亲赶紧下手吧，很喜欢的一次购物分可以评
5,2022-06-24 20:45:43,收到宝贝的时候很惊喜，快递也快。下次还会光临宝贝真的很行，帮同事买的好好好喜欢的购物下次再来，买
5,2022-07-11 14:39:39,感谢老板，喜欢的朋友可以下单了这不邻居看到后也叫我帮忙买～太可以了，和我在外面买的差不多
5,2022-07-05 19:01:39,喜欢的就不要犹豫了哦，宝贝很可以很喜欢客服也很可以喜欢的快下单吧还有我不是托。特别可以，赞商家
5,2023-07-29 10:53:25,很好 手感不错
5,2023-02-27 17:49:12,发货速度快，质量挺好的，和卖家描述的一样，非常满意
5,2023-09-22 12:06:22,真的挺好的
3,2023-08-22 06:14:17,衣服材料感觉不太舒服
5,2023-03-25 20:58:58,这衣服挺不错的（bushi）😉😊😄😃😌😍😏
4,2023-09-18 17:44:36,整体还是不错
5,2023-05-01 12:22:52,衣服不错推荐购买，质量蛮好的，可以充
5,2023-06-23 15:08:52,衣服全棉的，穿着很舒服
5,2023-07-13 20:35:44,真#，我都没收到货。系统自己确认收货了
5,2022-06-16 00:47:02,卖家服务很可以物流也可以，宝贝实惠跟卖家描述的一样值得购买赞还行，很实惠很好，喜欢的妹子赶紧下手吧
5,2023-08-21 19:50:55,很不错值得购买  质量都很好 放心购买
5,2023-05-25 15:16:13,衣服挺好的，摸鱼佬必备
5,2023-03-13 10:59:31,宝贝非常好，质量不错哦
5,2023-07-30 20:06:24,太差了，不是棉的
5,2023-03-18 17:57:41,非常满意，很好。
5,2023-03-30 20:05:31,实物和描述的一样
5,2023-08-02 07:42:24,衣服不错  宽松穿的舒服
5,2023-06-18 15:17:57,服务态度差，衣服质量不好
5,2023-07-27 15:40:26,非常nice
5,2023-07-22 14:27:59,很好
5,2023-03-14 15:49:27,喜欢的就不要犹豫了哦，宝贝很可以很喜欢客服也很可以喜欢的快下单吧还有我不是托。赞，非常可以
5,2023-06-18 10:30:59,宝贝收到了很喜欢还会回购的卖家态度也很喜欢还会回购的卖家态度也很喜欢
5,2023-03-17 12:19:00,比我在另一家买的可以多了，很好值质量很好的。，质量行比图片上看到的可以多了，总之一百个赞
5,2023-09-12 08:18:50,好玩好吃小孩很喜欢非常好超级好看还有吗？
5,2023-12-16 22:26:50,买衣服认准这家就行了质量是真的可以
5,2023-06-28 13:11:50,非常愉快的一次购物体验，质量还是很不错的。
5,2023-06-25 20:35:12,非常满意的一次购物  喜欢的朋友抓紧购买吧
5,2022-06-30 17:13:33,的一次购物，很不错喜欢的亲不要犹豫了，认准这家。很是喜欢。，赞赞赞
5,2023-08-01 20:23:15,好好好很好看下次继续来你们店里买裤子
5,2023-08-03 12:54:19,实物和网上看到的差不多，还是可以的
5,2023-08-20 16:21:53,很好的衣服无味质量不错，值得购买
4,2023-08-30 18:31:06,非常不错，非常好，特别不错，特别好
5,2024-03-16 19:42:19,收货地址与手机上的不符
5,2023-04-16 12:03:38,太好看了吧唧吧唧吧唧吧唧吧唧吧唧
5,2023-06-19 04:09:12,好评好评，质量非常好，值得购买
5,2023-08-21 02:21:08,我很懒不想评论，评论拿豆的
5,2023-08-27 09:40:31,丁总是的，我们的歌谣祭祀
5,2024-03-22 00:42:47,外观好看，布料柔软
5,2024-02-27 17:46:06,质量很好，尺码标准
5,2023-06-24 02:20:13,可以可以可以可以的可以
5,2023-08-25 08:15:08,我觉得衣服质量挺好的
5,2023-07-30 00:13:41,东西特别好质量也可以
5,2024-03-20 21:29:43,面料质感：很舒服
5,2023-07-10 11:07:53,质量超出预期，推荐购买
5,2023-11-04 04:11:06,垃圾，发过来有个洞
5,2024-03-30 15:04:19,穿起来很舒服
5,2023-10-04 20:45:08,质量感觉不是很好
5,2024-03-23 18:44:32,还不错，看起来
5,2024-03-21 18:28:58,穿一天掉色了
5,2024-03-15 11:51:37,不错 料子可以
5,2023-09-03 01:01:09,纯棉材质触感不错
5,2023-08-29 22:43:21,衣服收到还算满意
5,2023-06-01 22:54:11,还不错穿着也很舒服
5,2023-08-22 16:38:00,穿起来感觉很不错
5,2023-05-23 21:35:13,挺好挺好挺好非常好👍
5,2023-08-11 18:17:33,很棒，没想到这么好
5,2023-05-17 18:31:58,衣服不错，儿子很喜欢。
5,2023-07-17 11:44:41,一切都好，就是掉色
5,2023-12-26 09:30:22,质量相当可以
5,2024-03-22 16:36:46,颜色不明显
5,2024-03-20 16:48:10,没收到衣服
5,2023-06-24 04:51:13,穿出了摸鱼的感觉
5,2024-03-16 23:47:20,汗臭味刺鼻
5,2023-12-09 19:27:13,好看，非常的好，
5,2023-06-04 18:13:55,面料质感：不能沾水
5,2023-05-31 21:44:15,不错不错 非常喜欢
5,2023-05-28 14:33:37,可以，服务态度很好
5,2023-05-26 13:23:10,一般一般，天下第三
5,2023-05-22 16:05:30,面料类型：面料舒适
5,2023-05-21 14:08:44,货到了不送货上门，
4,2023-08-13 21:40:52,就是料子差了点
5,2023-11-10 16:38:48,尺码大小：合适
5,2023-08-11 18:20:10,大小合适 纯棉的
5,2023-05-13 16:25:41,穿着舒服，大小合适
5,2023-08-03 14:37:36,质量很好纯棉的
5,2023-10-17 17:01:38,穿起来很舒服
5,2023-07-07 17:35:52,挺好看，也挺合身
5,2023-09-23 15:27:51,不错，挺喜欢的
5,2024-04-01 22:05:27,挺好看的
5,2023-03-23 14:51:41,质量可以，非常好的。
5,2023-09-13 23:05:03,穿着挺舒服的
5,2023-06-14 19:05:32,非常好，下次还买
5,2024-03-19 16:54:12,挺不错的
5,2024-03-18 14:00:21,质量不错
5,2024-03-18 14:00:10,质量不错
5,2023-09-03 10:22:45,有线头很明显
5,2023-08-29 23:16:26,尺码比较准确
5,2023-08-28 15:52:08,穿着舒服透气
5,2023-05-19 10:47:11,纯棉的，码数标准
5,2023-08-05 17:52:35,穿起来太热了
5,2023-07-15 20:49:41,好穿非常舒适
5,2024-01-16 12:22:23,衣服很棒
5,2023-07-03 21:56:33,服务态度不好
5,2023-06-22 13:40:58,很不错很好看
5,2024-04-06 11:54:11,还可以
5,2024-04-03 18:59:56,非常好
5,2023-09-14 13:50:50,纯棉的不错
5,2023-09-11 22:38:20,感觉还不错
5,2024-03-24 14:07:26,还可以
5,2023-06-02 17:10:04,不错不错，喜欢😍
2,2023-08-29 12:06:48,穿一次洗一次就该扔了
5,2023-08-17 11:45:35,#。买大了
5,2023-05-14 22:44:17,很休闲，小熊很Q
5,2023-05-14 22:44:32,很休闲，小熊很Q
5,2023-05-12 19:00:21,图片稍后补上
5,2023-05-05 20:54:45,穿起来很舒服
5,2023-10-25 19:16:09,我没意见，。。。。。。
5,2023-07-08 13:50:05,非常可以的。。。。。
5,2023-10-01 19:16:50,挺好挺好
5,2023-06-24 21:05:30,感觉很不错
5,2023-09-18 16:05:50,布料不错
5,2024-04-07 10:02:41,不戳
5,2023-09-08 21:13:51,非常合身
5,2023-09-05 12:25:59,感觉很好
4,2023-05-27 11:21:15,还是可以的
5,2023-08-28 21:06:56,一般，还行
5,2023-08-24 20:17:46,买大了艸
5,2023-05-18 12:46:37,就是有点点。。。
4,2023-02-08 07:21:08,只能说一般吧
5,2023-08-12 18:13:23,木有问题
5,2023-08-10 15:14:37,物美价廉
5,2023-08-07 21:49:24,挺好的啊！
5,2023-08-07 01:47:55,非常阔以
5,2023-08-06 18:17:01,质量很好
5,2023-11-09 20:10:02,还可以
5,2023-10-27 20:19:15,很合身，
5,2023-10-16 07:17:31,还可以
5,2023-07-06 17:35:12,非常不错
5,2023-07-06 15:59:19,一般般吧
5,2023-10-10 18:40:57,非常好
5,2023-10-10 18:41:20,非常好
5,2023-10-09 08:59:40,挺好的
4,2022-09-17 18:04:52,都挺好就是掉毛
5,2022-12-10 18:54:37,面料类型：很好
5,2023-06-12 18:41:28,都还不错。
5,2023-09-20 15:34:33,还可以
5,2023-05-31 12:08:33,衣服很好
5,2023-09-03 15:54:17,还不错
4,2023-05-24 11:59:42,还不知道
5,2023-08-30 20:09:36,好好好
5,2024-04-02 19:10:14,好
5,2024-03-31 16:12:19,好
5,2023-08-27 18:16:56,很好看
5,2023-05-15 08:43:39,衣服可以
5,2023-05-11 10:14:39,质量很好
5,2023-05-03 13:04:26,很好，帅气
5,2023-08-11 15:02:54,一般般
5,2023-08-03 20:18:35,蛮好的
5,2023-08-03 20:18:46,蛮好的
5,2023-07-29 14:11:53,有点厚
5,2023-11-09 09:15:36,可以
5,2023-07-22 10:49:21,有点大
5,2023-04-11 18:21:41,衣服还行。
5,2023-07-16 09:43:46,非常好
5,2023-07-15 17:14:18,嘎嘎好
5,2023-07-14 02:38:48,很好看
5,2023-07-05 00:48:36,蛮不错
5,2023-07-02 18:36:11,还可以
5,2023-03-21 12:07:42,质量不行
5,2023-06-19 11:36:48,还不错
5,2023-06-04 06:43:50,还可以
5,2023-09-18 15:49:10,很好
5,2023-02-21 02:09:21,衣服好看
5,2023-06-01 10:51:11,非常棒
5,2023-05-29 15:46:13,泰裤辣
5,2023-05-28 23:30:21,还不错
5,2023-05-23 12:05:19,还不错
5,2023-09-01 20:58:35,正品
5,2023-08-26 18:31:49,掉线
5,2023-08-23 00:35:12,可以
5,2023-05-04 16:04:14,非常好
5,2023-05-03 10:21:21,还可以
5,2023-12-02 18:10:18,款
5,2023-08-11 17:57:59,不错
5,2023-04-24 15:23:48,非常好。。。。
5,2023-08-08 16:42:09,完美
5,2023-04-17 18:01:51,非常好
5,2023-08-01 15:12:34,不错
5,2023-04-15 22:47:09,挺好的
5,2023-04-15 00:23:01,棒棒哒
5,2023-07-30 21:15:04,还行
4,2023-07-25 16:28:21,不错
5,2023-11-03 07:13:10,好！
5,2023-03-28 15:49:31,挺好的
5,2023-07-11 17:06:25,很好
5,2023-07-04 17:25:44,好评
5,2023-07-04 07:31:35,合适
5,2023-07-01 19:39:27,好评
5,2023-06-26 11:12:06,还行
5,2023-10-12 12:32:35,好
5,2023-06-21 16:06:47,好看
5,2023-06-18 18:39:12,很好
5,2023-06-16 11:44:55,不错
5,2023-10-03 18:05:40,无
5,2023-06-11 16:22:37,不错
5,2023-09-22 10:17:23,好
5,2023-06-01 23:52:41,挺好
5,2023-05-21 12:23:17,很棒
5,2023-09-07 11:36:41,还OK
5,2023-05-19 18:42:39,还行
4,2023-05-18 20:43:56,还行
5,2023-05-11 11:15:20,还行
1,2023-08-31 23:32:46,发错了，我要的是五个加，不是两个加
5,2023-05-09 00:08:13,丫霸
5,2023-08-27 15:13:35,好
5,2023-08-26 20:28:46,好
5,2023-04-28 11:11:28,很好
5,2023-04-17 22:17:21,还行
5,2023-04-16 20:40:33,不错
5,2023-07-19 10:13:46,好
5,2023-07-10 23:05:09,好
5,2023-07-04 14:47:26,好
5,2023-07-01 13:45:36,赞👍
5,2023-06-07 17:36:30,嗯
5,2023-05-24 12:41:34,好
5,2023-04-14 14:09:37,好
5,2023-04-04 21:36:20,好
4,2022-11-29 21:50:45,还行
5,2022-07-17 08:44:13,还不错，
4,2022-07-28 21:04:55,好
1,2023-06-04 20:24:02,都冲了十多次了还是这样
1,2023-08-21 00:00:15,灰的给我发成白的，真的不错
1,2023-10-06 16:33:55,此用户未及时填写评价内容
1,2023-09-12 10:52:12,衣服质量很差，和介绍的不一样
1,2023-06-06 13:37:25,放在离家很远的~就是差评没商量
1,2023-09-07 20:46:08,一点都不满意，服了，本来还想回购，现在算了
1,2023-10-08 11:42:40,此用户未及时填写评价内容
1,2023-07-20 07:16:13,起毛毛给~的一样贵了一半价格
2,2023-04-10 10:40:00,图片与颜色不符合
1,2023-09-26 10:00:19,商家承诺无理由退货。然后运费自己承担！你衣服**就五十块钱不到运费就要快1/3，这不是把消费者当傻子嘛？心眼让你商家长完了？
1,2023-05-03 10:20:58,衣服都能发错 服气
3,2023-06-16 12:19:46,这个价位记得还行
2,2023-09-03 01:28:10,就是感觉不好看
3,2023-09-23 22:06:59,除了掉色其他都不错
1,2023-09-28 14:08:18,你说这是纯棉的？
1,2023-10-02 05:14:36,垃圾垃圾，什么破东西。。
2,2023-10-04 18:52:28,不太好。质量一般
1,2023-10-22 11:48:22,好评全是刷的吧
1,2023-09-02 09:01:30,衣服质量真差劲，不如~还便宜几块钱的
1,2023-12-16 18:42:50,您没有填写评价内容
1,2023-07-11 17:44:16,#，不合适退换货不包邮，什么鬼！垃圾商家
1,2023-08-08 18:31:39,仅此一次。态度很牛
1,2023-05-09 15:16:34,本来不想给差评，客服一句就是脏了一点，真的是蚌埠不住了，避雷吧
1,2023-08-27 23:18:41,发过来的货，后背的跟发霉的一样！建议不要买，退换还要自己出快递费
1,2023-09-04 09:43:01,退换不给运费险就算了，衣服还有色差！家人们避雷避雷！！
1,2023-08-26 09:17:36,买了一件2xl大小，买回来居然比我之前买的xl的衣服还小
1,2023-08-31 12:19:12,态度恶劣，质量垃圾，线头留在外面还#哄哄的
1,2023-09-15 23:38:38,大家自己看吧，新买的衣服，洗一遍洗衣机印花就掉没了，很差!
1,2023-03-26 07:46:55,别人穿过的
1,2023-04-01 13:33:17,包装都烂掉了
2,2023-04-12 19:07:34,面料一般
3,2023-04-20 15:26:38,一般
3,2023-05-04 06:20:13,棉的，质量一般
1,2023-05-23 10:21:04,报看
3,2023-06-23 16:31:30,掉色啊
1,2023-06-25 10:24:51,退货不退款
1,2023-07-11 21:31:34,买四件发三件？？？
1,2023-08-09 20:28:30,质量不行，掉色
1,2023-08-13 22:33:56,真垃圾
2,2023-08-13 12:14:06,刚穿就起球
1,2023-08-20 17:21:06,两个字，lj
1,2023-08-22 15:49:58,一点都不好
1,2023-08-27 17:52:13,尺码不对
2,2023-08-28 13:01:40,码数不对
1,2023-09-02 15:44:15,不好
2,2023-09-04 10:12:50,衣服异味太重
1,2024-04-04 15:21:18,非常差
2,2024-04-04 13:37:56,太小了穿不了
1,2023-09-07 15:42:56,这家店铺的售后 以及客服态度是真的让人无语 我昨天刚刚晚上申请的售后 今天说没物流信息就给我关上
1,2023-07-06 10:39:29,面料类型：差面料质感：极差都不如~9.9的衣服，客服态度更差，总之就是差
1,2023-07-06 10:38:36,面料类型：贼差，客服态度贼差，虽然说几十块钱的东西，但是不如~9.9的衣服，面料质感：差
1,2023-09-08 22:07:51,客服说一俩天能，结果发货时间都超过24小时，而且客服态度非常恶劣，不理睬我提出的问题。迟迟不发货后我申请退款，不处理，再过了几个小时后才发货，然后不同意退款。真的是#啊🤢，建议大家避雷，这衣服我不要也罢，不去领你的，买你家东西还受气。
1,2023-07-18 14:13:48,首先衣服物料并不是很好，质量并不高，设计的图案非常新颖，但是第一次就坏了，商家客服也是敷衍，啥也不认，极力不推荐，质量差，客服差
1,2023-08-04 00:10:55,买的衣服洗了两次成两种样子，褪色。袖子一个样，身子一个样。无语了。~，京东，~，选择了个京东，买的衣服太让人失望了吧。
2,2023-07-04 17:51:17,我不多说 自己看 快递里面衣服都是对折的面料类型：薄面料质感：勉强试穿效果：差透气性：肯定很好
